Артикул;Наименование;ТИП;стиль;"МРЦ руб";"цвет арматуры";"цвет абажура";"материал арматуры";"материал абажура";"цвет встройки";"цвет кабеля/цепи";производитель;цоколь;напряжение;"мощность ламп";"степень защиты";"кол-во ламп";диаметр;"диаметр абажура/плафона";ширина;высота;"диапазон регулировки min-max";коллекция;фото;вес;Количество
"LDP 1233-3 MD";"Подвесная люстра Lumina Deco Elmont LDP 1233-3 MD";Люстры;"Современный, Классический";49440;янтарный;;металл;металл;янтарный;"прозрачный, янтарный";"Lumina Deco";E14;220-240;40;IP20;3;320;;320;550;"600 - 1000";;"https://luminadecoshop.ru/28260/podvesnaya-lyustra-lumina-deco-elmont-ldp-1233-3-md.jpg;https://luminadecoshop.ru/28309/podvesnaya-lyustra-lumina-deco-elmont-ldp-1233-3-md.jpg;https://luminadecoshop.ru/28310/podvesnaya-lyustra-lumina-deco-elmont-ldp-1233-3-md.jpg;https://luminadecoshop.ru/28311/podvesnaya-lyustra-lumina-deco-elmont-ldp-1233-3-md.jpg";6;7
"LDP 1234-3 CHR";"Подвесная люстра Lumina Deco Bronx LDP 1234-3 CHR";Люстры;"Современный, Классический, Индустриальный";33360;хром;"белый, прозрачный";металл;стекло;хром;;"Lumina Deco";E27;220-240;40;IP20;3;;130;660;530;-;;"https://luminadecoshop.ru/23265/podvesnaya-lyustra-lumina-deco-bronx-ldp-1234-3-chr.jpg;https://luminadecoshop.ru/23734/podvesnaya-lyustra-lumina-deco-bronx-ldp-1234-3-chr.jpg;https://luminadecoshop.ru/24278/podvesnaya-lyustra-lumina-deco-bronx-ldp-1234-3-chr.jpg;https://luminadecoshop.ru/24877/podvesnaya-lyustra-lumina-deco-bronx-ldp-1234-3-chr.jpg;https://luminadecoshop.ru/25217/podvesnaya-lyustra-lumina-deco-bronx-ldp-1234-3-chr.jpg";;2
"LDC 1103-D38";"Потолочный светильник Lumina Deco Eviante LDC 1103-D38";Светильники;Современный;17040;белый;белый;"металл, стекло";стекло;серебряный;белый;"Lumina Deco";E27;220-240;40;IP20;3;380;380;;270;-;;"https://luminadecoshop.ru/24261/potolochnyj-svetilnik-lumina-deco-eviante-ldc-1103-d38.jpg;https://luminadecoshop.ru/24859/potolochnyj-svetilnik-lumina-deco-eviante-ldc-1103-d38.jpg;https://luminadecoshop.ru/25199/potolochnyj-svetilnik-lumina-deco-eviante-ldc-1103-d38.jpg";3,5;2
"LDP 6033-40 GD";"Подвесной светильник Lumina Deco Marsiada LDP 6033-40 GD";Люстры;"Современный, Модерн";123360;золотой;белый;металл;стекло;золотой;;"Lumina Deco";G4;220-240;;IP20;40;1000;130;;1000;;;"https://luminadecoshop.ru/22185/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-gd.jpg;https://luminadecoshop.ru/22765/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-gd.jpg;https://luminadecoshop.ru/23243/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-gd.jpg;https://luminadecoshop.ru/23713/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-gd.jpg;https://luminadecoshop.ru/24265/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-gd.jpg";8,6;15
"LDT 5534 GD+WT";"Настольная лампа Lumina Deco Fonti LDT 5534 GD+WT";"Настольные лампы";"Современный, Классический, Модерн";22320;золотой;"белый, золотой";металл;ткань;;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;350;350;;670;;;"https://luminadecoshop.ru/23893/nastolnaya-lampa-lumina-deco-fonti-ldt-5534-gdwt.jpg;https://luminadecoshop.ru/23985/nastolnaya-lampa-lumina-deco-fonti-ldt-5534-gdwt.jpg;https://luminadecoshop.ru/24038/nastolnaya-lampa-lumina-deco-fonti-ldt-5534-gdwt.jpg;https://luminadecoshop.ru/24121/nastolnaya-lampa-lumina-deco-fonti-ldt-5534-gdwt.jpg";3,5;1
"LDT 5531 CHR+WT";"Настольная лампа Lumina Deco Fabi LDT 5531 CHR+WT";"Настольные лампы";"Современный, Классический, Модерн";24480;хром;"белый, золотой";металл;ткань;;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;350;350;;670;;;"https://luminadecoshop.ru/22822/nastolnaya-lampa-lumina-deco-fabi-ldt-5531-chrwt.jpg;https://luminadecoshop.ru/22870/nastolnaya-lampa-lumina-deco-fabi-ldt-5531-chrwt.jpg;https://luminadecoshop.ru/22896/nastolnaya-lampa-lumina-deco-fabi-ldt-5531-chrwt.jpg;https://luminadecoshop.ru/22947/nastolnaya-lampa-lumina-deco-fabi-ldt-5531-chrwt.jpg";3,5;3
"LDP 66247-6 WT+CHR";"Хрустальная подвесная люстра Lumina Deco Glamour LDP 66247-6 WT+CHR";Люстры;Классический;44600;"белый, хром";белый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";660;150;660;600;"650 - 1300";GLAMOUR;"https://luminadecoshop.ru/22449/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-wtchr.jpg;https://luminadecoshop.ru/22480/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-wtchr.jpg;https://luminadecoshop.ru/22523/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-wtchr.jpg;https://luminadecoshop.ru/22561/khrustalnaya-podvesnaya-lyustra-lumina-deco-glamour-ldp-66247-6-wtchr.jpg";14;3
"LDP 1105-380";"Подвесной светильник Lumina Deco Monarte LDP 1105-380";Светильники;Современный;20640;белый;белый;"стекло, металл";"металл, стекло";серебряный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;380;380;;160;"350 - 1100";MONARTE;"https://luminadecoshop.ru/22825/podvesnoj-svetilnik-lumina-deco-monarte-ldp-1105-380.jpg;https://luminadecoshop.ru/22873/podvesnoj-svetilnik-lumina-deco-monarte-ldp-1105-380.jpg;https://luminadecoshop.ru/22899/podvesnoj-svetilnik-lumina-deco-monarte-ldp-1105-380.jpg";4,5;1
"LDP 9267-6 CHR";"Хрустальная подвесная люстра Lumina Deco Finezzia LDP 9267-6 CHR";Люстры;Классический;41800;"белый, хром";белый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";700;150;700;600;"650 - 1500";"FINEZZIA ";"https://luminadecoshop.ru/22251/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-chr.jpg;https://luminadecoshop.ru/22316/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-chr.jpg;https://luminadecoshop.ru/25408/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-chr.jpg;https://luminadecoshop.ru/25535/khrustalnaya-podvesnaya-lyustra-lumina-deco-finezzia-ldp-9267-6-chr.jpg";"12 ";6
"LDW 8011-1W F.GD";"Бра Lumina Deco Donatti LDW 8011-1W F.GD";Бра;"Современный, Классический";9960;золотой;прозрачный;металл;стекло;золотой;;"Lumina Deco";E14;220-240;40;IP20;1;;;115;330;;;"https://luminadecoshop.ru/22871/bra-lumina-deco-donatti-ldw-8011-1w-fgd.jpg;https://luminadecoshop.ru/22897/bra-lumina-deco-donatti-ldw-8011-1w-fgd.jpg;https://luminadecoshop.ru/22948/bra-lumina-deco-donatti-ldw-8011-1w-fgd.jpg;https://luminadecoshop.ru/23003/bra-lumina-deco-donatti-ldw-8011-1w-fgd.jpg";2,6;22
"LDT 1123 BK";"Настольная лампа Lumina Deco Muraneo LDT 1123 BK";"Настольные лампы";Современный;22920;хром;"черный, золотой";"металл, стекло";ткань;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;360;360;;670;;;"https://luminadecoshop.ru/22310/nastolnaya-lampa-lumina-deco-muraneo-ldt-1123-bk.jpg;https://luminadecoshop.ru/22601/nastolnaya-lampa-lumina-deco-muraneo-ldt-1123-bk.jpg";"4 ";2
"LDP 6032-10 BK+MD";"Подвесная люстра Lumina Deco Modica LDP 6032-10 BK+MD";Люстры;Современный;47640;"черный, бронза";белый;металл;стекло;бронза;прозрачный;"Lumina Deco";G9;220-240;;IP20;;700;120;;250;"350 - 1300";;"https://luminadecoshop.ru/22174/podvesnaya-lyustra-lumina-deco-modica-ldp-6032-10-bkmd.jpg;https://luminadecoshop.ru/22756/podvesnaya-lyustra-lumina-deco-modica-ldp-6032-10-bkmd.jpg";9;6
"LDP 1029-150 R.GD";"Подвесной светильник Lumina Deco Veroni LDP 1029-150 R.GD";Светильники;Современный;5880;"розовое золото, прозрачный";"розовое золото";"металл, стекло";стекло;розово-золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;150;150;;250;"300 - 1200";;"https://luminadecoshop.ru/27888/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-rgd.jpg;https://luminadecoshop.ru/27913/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-rgd.jpg;https://luminadecoshop.ru/27914/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-rgd.jpg;https://luminadecoshop.ru/27915/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-rgd.jpg;https://luminadecoshop.ru/27916/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-rgd.jpg;https://luminadecoshop.ru/27917/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-rgd.jpg";"1,5 ";6
"LDF 1123 BK";"Торшер Lumina Deco Muraneo LDF 1123 BK";Новинки;Современный;38880;хром;"черный, золотой";"металл, стекло";ткань;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;450;450;;1750;;;"https://luminadecoshop.ru/22520/torsher-lumina-deco-muraneo-ldf-1123-bk.jpg;https://luminadecoshop.ru/22558/torsher-lumina-deco-muraneo-ldf-1123-bk.jpg";8;3
"LDP 6031-3 WT+MD";"Подвесной светильник Lumina Deco Berica LDP 6031-3 WT+MD";Светильники;Современный;14400;"белый, бронза";белый;металл;стекло;белый;белый;"Lumina Deco";G9;220-240;;IP20;3;;120;250;370;"400 - 1400";;https://luminadecoshop.ru/22757/podvesnoj-svetilnik-lumina-deco-berica-ldp-6031-3-wtmd.jpg;"4 ";1
"LDP 6040-2 MD+WT";"Подвесной светильник Lumina Deco Bienari LDP 6040-2 MD+WT";Светильники;Современный;14160;бронза;белый;металл;стекло;бронза;черный;;E27;220-240;40;IP20;2;;150;260;500;"550 - 1400";;"https://luminadecoshop.ru/22445/podvesnoj-svetilnik-lumina-deco-bienari-ldp-6040-2-mdwt.jpg;https://luminadecoshop.ru/22478/podvesnoj-svetilnik-lumina-deco-bienari-ldp-6040-2-mdwt.jpg";3,5;7
"LDP 1029-150 GD";"Подвесной светильник Lumina Deco Veroni LDP 1029-150 GD";Светильники;Современный;5880;"золотой, прозрачный";"золотой, прозрачный";"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;150;150;;250;"300 - 1200";;"https://luminadecoshop.ru/27887/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-gd.jpg;https://luminadecoshop.ru/27909/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-gd.jpg;https://luminadecoshop.ru/27910/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-gd.jpg;https://luminadecoshop.ru/27911/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-gd.jpg;https://luminadecoshop.ru/27912/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-150-gd.jpg";"1,5 ";4
"LDP 6030-7 CHR";"Подвесная люстра Lumina Deco Fredica LDP 6030-7 CHR";Люстры;;34200;хром;белый;металл;стекло;хром;;"Lumina Deco";E27;220-240;40;IP20;7;;150;110;350;;;https://luminadecoshop.ru/22173/podvesnaya-lyustra-lumina-deco-fredica-ldp-6030-7-chr.jpg;"7 ";1
"LDT 1123 SL";"Настольная лампа Lumina Deco Muraneo LDT 1123 SL";"Настольные лампы";Современный;22920;"прозрачный, хром";"серебряный, золотой";"металл, стекло";ткань;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;360;360;;670;;;"https://luminadecoshop.ru/22708/nastolnaya-lampa-lumina-deco-muraneo-ldt-1123-sl.jpg;https://luminadecoshop.ru/22820/nastolnaya-lampa-lumina-deco-muraneo-ldt-1123-sl.jpg";"4 ";3
"LDP 6032-10 WT+MD";"Подвесная люстра Lumina Deco Modica LDP 6032-10 WT+MD";Люстры;Современный;47640;"белый, бронза";белый;металл;стекло;бронза;прозрачный;"Lumina Deco";G9;220-240;;IP20;10;700;120;;250;"350 - 1300";;"https://luminadecoshop.ru/23233/podvesnaya-lyustra-lumina-deco-modica-ldp-6032-10-wtmd.jpg;https://luminadecoshop.ru/23703/podvesnaya-lyustra-lumina-deco-modica-ldp-6032-10-wtmd.jpg";9;3
"LDP 6843-1 R.GD";"Подвесной светильник Lumina Deco Lauris LDP 6843-1 R.GD";Светильники;Современный;15720;"розовое золото";"розовое золото";"металл, стекло";стекло;розово-золотой;черный;"Lumina Deco";E27;220-240;40;IP20;1;160;160;;380;"450 - 1400";LAURIS;"https://luminadecoshop.ru/22176/podvesnoj-svetilnik-lumina-deco-lauris-ldp-6843-1-rgd.jpg;https://luminadecoshop.ru/22758/podvesnoj-svetilnik-lumina-deco-lauris-ldp-6843-1-rgd.jpg;https://luminadecoshop.ru/23234/podvesnoj-svetilnik-lumina-deco-lauris-ldp-6843-1-rgd.jpg";3;4
"LDP 6041-2 MD+WT";"Подвесной светильник Lumina Deco Filari LDP 6041-2 MD+WT";Светильники;Современный;13320;бронза;белый;металл;стекло;бронза;черный;;E27;220-240;40;IP20;2;;150;330;500;"550 - 1400";;"https://luminadecoshop.ru/22179/podvesnoj-svetilnik-lumina-deco-filari-ldp-6041-2-mdwt.jpg;https://luminadecoshop.ru/22761/podvesnoj-svetilnik-lumina-deco-filari-ldp-6041-2-mdwt.jpg;https://luminadecoshop.ru/23237/podvesnoj-svetilnik-lumina-deco-filari-ldp-6041-2-mdwt.jpg";3,5;5
"LDP 6803 PR";"Подвесной светильник Lumina Deco Zubi LDP 6803 PR";Светильники;Лофт;9000;бронза;прозрачный;"металл, стекло";стекло;черный;черный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;;"280 - 1200";;https://luminadecoshop.ru/25938/podvesnoj-svetilnik-lumina-deco-zubi-ldp-6803-pr.jpg;2;7
"LDP 6833-3 CHR+WT";"Подвесной светильник Lumina Deco Signia LDP 6833-3 CHR+WT";Новинки;Модерн;30150;хром;белый;металл;стекло;хром;прозрачный;"Lumina Deco";LED;220-240;15;IP20;3;140;140;;1400;;;"https://luminadecoshop.ru/26839/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-3-chrwt.jpg;https://luminadecoshop.ru/26840/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-3-chrwt.jpg;https://luminadecoshop.ru/26841/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-3-chrwt.jpg";3,7;3
"LDP 6833-2 CHR+WT";"Подвесной светильник Lumina Deco SIGNIA LDP 6833-2 CHR+WT";Новинки;Модерн;21900;хром;белый;металл;стекло;хром;прозрачный;"Lumina Deco";LED;220-240;10;IP20;2;140;140;;1000;;;"https://luminadecoshop.ru/26842/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-2-chrwt.jpg;https://luminadecoshop.ru/26843/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-2-chrwt.jpg;https://luminadecoshop.ru/26844/podvesnoj-svetilnik-lumina-deco-signia-ldp-6833-2-chrwt.jpg";2,45;4
"LDP 1215-200 WT+MD";"Подвесной светильник Lumina Deco Sorento LDP 1215-200 WT+MD";Светильники;Современный;12720;"белый, бронза";белый;металл;стекло;бронза;черный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;500;"500 - 1300";;"https://luminadecoshop.ru/23200/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg;https://luminadecoshop.ru/23293/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg;https://luminadecoshop.ru/23331/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg;https://luminadecoshop.ru/27428/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg;https://luminadecoshop.ru/27429/podvesnoj-svetilnik-lumina-deco-sorento-ldp-1215-200-wtmd.jpg";2;21
"LDW 1215-1 WT+MD";"Бра Lumina Deco Sorento LDW 1215-1 WT+MD";Бра;Современный;11760;бронза;белый;металл;стекло;бронза;;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;220;;;"https://luminadecoshop.ru/22246/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg;https://luminadecoshop.ru/24861/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg;https://luminadecoshop.ru/25201/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg;https://luminadecoshop.ru/25404/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg;https://luminadecoshop.ru/25531/bra-lumina-deco-sorento-ldw-1215-1-wtmd.jpg";2;21
"LDW 0431-2 WT";"Бра Lumina Deco Rozzi LDW 0431-2 WT";Бра;;3500;;;;;;;"Lumina Deco";;;;;;;;;;;;https://luminadecoshop.ru/25539/bra-lumina-deco-rozzi-ldw-0431-2-wt.jpg;;96
"LDP 6823-300 CHR+GY";"Подвесной светильник Lumina Deco Daisy LDP 6823-300 CHR+GY";Новинки;Современный;27960;бронза;"темно серый";металл;стекло;бронза;прозрачный;"Lumina Deco";LED;220-240;8;IP20;;300;300;;350;;;"https://luminadecoshop.ru/26830/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6823-300-chrgy.jpg;https://luminadecoshop.ru/26831/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6823-300-chrgy.jpg;https://luminadecoshop.ru/26832/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6823-300-chrgy.jpg";3;3
"LDW 6011-1 CHR";"Бра Lumina Deco Granino LDW 6011-1 CHR";Бра;Современный;14400;"хром, серый";белый;металл;стекло;хром;;"Lumina Deco";E27;;40;IP20;;170;170;240;380;;;"https://luminadecoshop.ru/22447/bra-lumina-deco-granino-ldw-6011-1-chr.jpg;https://luminadecoshop.ru/22602/bra-lumina-deco-granino-ldw-6011-1-chr.jpg;https://luminadecoshop.ru/22654/bra-lumina-deco-granino-ldw-6011-1-chr.jpg";2,3;9
"LDP 6823-300 CHR+AMB";"Подвесной светильник Lumina Deco Daisy LDP 6823-300 CHR+AMB";Новинки;Современный;27960;бронза;янтарный;металл;стекло;бронза;прозрачный;"Lumina Deco";LED;220-240;8;IP20;;300;300;;350;;;"https://luminadecoshop.ru/26826/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6823-300-chramb.jpg;https://luminadecoshop.ru/26827/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6823-300-chramb.jpg;https://luminadecoshop.ru/26828/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6823-300-chramb.jpg;https://luminadecoshop.ru/26829/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6823-300-chramb.jpg";3;1
"LDW 6001-2 MD";"Бра Lumina Deco Zodiak LDW 6001-2 MD";Бра;"Современный, Лофт";11520;бронза;янтарный;металл;стекло;бронза;;"Lumina Deco";E27;220-240;40;IP20;2;;130;180;;;;"https://luminadecoshop.ru/28264/bra-lumina-deco-zodiak-ldw-6001-2-md.jpg;https://luminadecoshop.ru/28320/bra-lumina-deco-zodiak-ldw-6001-2-md.jpg;https://luminadecoshop.ru/28321/bra-lumina-deco-zodiak-ldw-6001-2-md.jpg";2;39
"LDP 6824-220 CHR+GY";"Подвесной светильник Lumina Deco Daisy LDP 6824-220 CHR+GY";Новинки;Современный;22800;бронза;"темно серый";металл;стекло;бронза;прозрачный;"Lumina Deco";LED;220-240;6;IP20;;220;220;;400;;;"https://luminadecoshop.ru/26836/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6824-220-chrgy.jpg;https://luminadecoshop.ru/26837/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6824-220-chrgy.jpg;https://luminadecoshop.ru/26838/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6824-220-chrgy.jpg";2,8;3
"LDW 6040 MD";"Бра Lumina Deco LDW 6040 MD";Бра;Классический;19200;медь;прозрачный;металл;стекло;;;"Lumina Deco";E14;220-240;40;IP20;2;;;180;500;;;https://luminadecoshop.ru/24871/bra-lumina-deco-ldw-6040-md.jpg;4,3;3
"LDW 6041 MD";"Бра Lumina Deco LDW 6041 MD";Бра;Классический;19200;медь;прозрачный;металл;стекло;;;"Lumina Deco";E14;220-240;40;IP20;3;;;250;640;;;https://luminadecoshop.ru/25212/bra-lumina-deco-ldw-6041-md.jpg;3,9;2
"LDP 8015-400 MD";"Подвесная люстра Lumina Deco Ringletti LDP 8015-400 MD";Люстры;Классический;46800;бронза;прозрачный;металл;стекло;бронза;прозрачный;"Lumina Deco";LED;220-240;;IP20;;400;;;350;;;"https://luminadecoshop.ru/22749/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23168/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23201/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23294/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23332/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/23374/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg;https://luminadecoshop.ru/25410/podvesnaya-lyustra-lumina-deco-ringletti-ldp-8015-400-md.jpg";15;2
"LDP 6824-220 CHR+AMB";"Подвесной светильник Lumina Deco Daisy LDP 6824-220 CHR+AMB";Новинки;Современный;22800;бронза;янтарный;металл;стекло;бронза;прозрачный;"Lumina Deco";LED;220-240;6;IP20;;220;220;;400;;;"https://luminadecoshop.ru/26833/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6824-220-chramb.jpg;https://luminadecoshop.ru/26834/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6824-220-chramb.jpg;https://luminadecoshop.ru/26835/podvesnoj-svetilnik-lumina-deco-daisy-ldp-6824-220-chramb.jpg";2,8;5
"LDP 8011-16 CHR";"Подвесная люстра Lumina Deco Donatti LDP 8011-16 CHR";Люстры;"Современный, Классический";116640;хром;прозрачный;металл;стекло;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;16;700;;700;600;"600 - 900";;"https://luminadecoshop.ru/22181/podvesnaya-lyustra-lumina-deco-donatti-ldp-8011-16-chr.jpg;https://luminadecoshop.ru/25277/podvesnaya-lyustra-lumina-deco-donatti-ldp-8011-16-chr.jpg";9;8
"LDP 8011-12 CHR";"Подвесная люстра Lumina Deco Donatti LDP 8011-12 CHR";Люстры;"Современный, Классический";94200;хром;прозрачный;металл;стекло;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;12;600;;600;500;"500 - 900";;"https://luminadecoshop.ru/22180/podvesnaya-lyustra-lumina-deco-donatti-ldp-8011-12-chr.jpg;https://luminadecoshop.ru/25275/podvesnaya-lyustra-lumina-deco-donatti-ldp-8011-12-chr.jpg";7;5
"LDP 6033-40 MD";"Подвесной светильник Lumina Deco Marsiada LDP 6033-40 MD";Люстры;"Современный, Модерн";123360;бронза;белый;металл;стекло;бронза;;"Lumina Deco";G4;220-240;28;IP20;40;1000;130;;1000;;;"https://luminadecoshop.ru/24866/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-md.jpg;https://luminadecoshop.ru/25207/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-md.jpg;https://luminadecoshop.ru/25405/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-md.jpg;https://luminadecoshop.ru/25532/podvesnoj-svetilnik-lumina-deco-marsiada-ldp-6033-40-md.jpg";8,6;1
"LDP 6036-16 CHR";"Подвесной светильник Lumina Deco Alford LDP 6036-16 CHR";Люстры;"Современный, Модерн";42720;хром;белый;металл;стекло;хром;;"Lumina Deco";G9;220-240;28;IP20;16;;;650;;"500 - 900";;https://luminadecoshop.ru/22237/podvesnoj-svetilnik-lumina-deco-alford-ldp-6036-16-chr.jpg;5;10
"LDP 8020-6 GD+BK";"Подвесная люстра Lumina Deco Baltimore LDP 8020-6 GD+BK";Люстры;Классический;104040;золотой;черный;металл;ткань;золотой;прозрачный;"Lumina Deco";E14;220-240;40;IP20;6;750;;750;750;"750 - 1150";;"https://luminadecoshop.ru/26056/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-gdbk.jpg;https://luminadecoshop.ru/26070/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-gdbk.jpg;https://luminadecoshop.ru/26071/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-gdbk.jpg;https://luminadecoshop.ru/26072/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-gdbk.jpg";8;6
"LDP 8020-4 GD+BK";"Подвесная люстра Lumina Deco Baltimore LDP 8020-4 GD+BK";Люстры;Классический;68760;золотой;черный;металл;ткань;золотой;прозрачный;"Lumina Deco";E14;220-240;40;IP20;4;680;;680;750;"750 - 1150";;"https://luminadecoshop.ru/26054/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-gdbk.jpg;https://luminadecoshop.ru/26063/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-gdbk.jpg";6;7
"LDP 8020-6 CHR+WT";"Подвесная люстра Lumina Deco Baltimore LDP 8020-6 CHR+WT";Люстры;Классический;104040;хром;белый;металл;ткань;хром;прозрачный;"Lumina Deco";E14;220-240;40;IP20;6;750;;750;750;"750 - 1150";;"https://luminadecoshop.ru/26055/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-chrwt.jpg;https://luminadecoshop.ru/26067/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-chrwt.jpg;https://luminadecoshop.ru/26068/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-chrwt.jpg;https://luminadecoshop.ru/26069/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-6-chrwt.jpg";8;2
"LDP 8020-4 CHR+WT";"Подвесная люстра Lumina Deco Baltimore LDP 8020-4 CHR+WT";Люстры;Классический;68760;хром;белый;металл;ткань;хром;прозрачный;"Lumina Deco";E14;220-240;40;IP20;4;680;;680;750;"750 - 1150";;"https://luminadecoshop.ru/26053/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-chrwt.jpg;https://luminadecoshop.ru/26060/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-chrwt.jpg;https://luminadecoshop.ru/26061/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-chrwt.jpg;https://luminadecoshop.ru/26062/podvesnaya-lyustra-lumina-deco-baltimore-ldp-8020-4-chrwt.jpg";6;11
"LDP 6025-1 GD";"Подвесной светильник Lumina Deco Bosco LDP 6025-1 GD";Люстры;Современный;19200;золотой;белый;"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;;150;210;210;"550 - 850";;https://luminadecoshop.ru/26057/podvesnoj-svetilnik-lumina-deco-bosco-ldp-6025-1-gd.jpg;2,3;2
